state	year	agency	scode	area	po-total	ps-popgw	ps-popsw	ps-popto	ps-wgwfr	ps-wswfr	ps-wtofr	ps-wgwsa	ps-wswsa	ps-wsato	ps-total	ps-loss	ps-deliv	ps-prcap	ps-facil	ps-facdb	co-wgwfr	co-wswfr	co-wtotl	co-psdel	co-total	co-cuse	do-sspop	do-ssgwf	do-ssswf	do-sstot	do-sspcp	do-pspop	do-psdel	do-pspcp	do-total	do-cuse	in-wgwfr	in-wgwsa	in-wgwto	in-wswfr	in-wswsa	in-wswto	in-wtofr	in-wtosa	in-wtotl	in-recww	in-psdel	in-total	in-cufr	in-cusal	in-cuse	in-facil	in-facdb	pt-wgwfr	pt-wswfr	pt-wswsa	pt-wswto	pt-frtot	pt-wtotl	pt-psdel	pt-total	pt-cufr	pt-cusal	pt-cuse	pt-power	pt-facil	pt-facdb	pf-wgwfr	pf-wswfr	pf-wswsa	pf-wswto	pf-frtot	pf-wtotl	pf-psdel	pf-total	pf-cufr	pf-cusal	pf-cuse	pf-power	pf-facil	pf-facdb	pg-wgwfr	pg-wgwsa	pg-wtotl	pg-cufr	pg-cusal	pg-power	pg-facil	pg-facdb	pn-wgwfr	pn-wswfr	pn-wswsa	pn-wswto	pn-frtot	pn-wtotl	pn-psdel	pn-total	pn-cufr	pn-cusal	pn-cuse	pn-power	pn-facil	pn-facdb	mi-wgwfr	mi-wgwsa	mi-gwtot	mi-wswfr	mi-wswsa	mi-swtot	mi-frtot	mi-satot	mi-total	mi-cufr	mi-cusal	mi-cuse	ls-gwtot	ls-swtot	ls-total	ls-cuse	la-gwtot	la-swtot	la-total	la-cuse	lv-gwtot	lv-swtot	lv-total	lv-cuse	ir-wgwfr	ir-wswfr	ir-recww	ir-frtot	ir-spray	ir-flood	ir-irrig	ir-convy	ir-cuse	hy-total	hy-power	hy-facil	hy-facdb	ww-facpu	ww-facot	ww-facil	ww-retrn	ww-facdb	ww-recww	re-evap	re-area	to-gwfr	to-gwsal	to-gwtot	to-swfr	to-swsal	to-swtot	to-frtot	to-satot	to-total	to-recww	to-cufr	to-cusal	to-cuse	to-convy
MO	1985	USGS	29	123	11.20	0.43	4.13	4.56	0.04	0.45	0.49	0.00	0.00	0.00	0.49	0.08	0.49	107.46	0.00	0.00	0.13	0.00	0.13	0.02	0.15	0.01	6.64	0.40	0.00	0.40	60.24	4.56	0.39	85.53	0.79	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.11	0.15	0.15	0.00	0.00	0.00	0.00	0.04	0.11	0.15	0.15	0.00	0.00	0.00	0.00	0.53	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	27.00	6.00	33.00	4.33	0.00	0.00	0.00	0.00	0.61	0.00	0.61	0.56	0.00	0.56	1.17	0.00	1.17	0.00	0.34	0.00	0.34	0.00
MO	1985	USGS	29	125	7.80	1.75	0.00	1.75	0.28	0.00	0.28	0.00	0.00	0.00	0.28	0.04	0.28	160.00	0.00	0.00	0.12	0.00	0.12	0.03	0.15	0.01	6.05	0.36	0.00	0.36	59.50	1.75	0.16	91.43	0.52	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.23	0.30	0.30	0.00	0.00	0.00	0.00	0.07	0.23	0.30	0.30	0.00	0.00	0.00	0.00	0.11	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	4.00	0.17	0.00	0.00	0.00	0.00	0.83	0.00	0.83	0.23	0.00	0.23	1.06	0.00	1.06	0.00	0.42	0.00	0.42	0.00
MO	1985	USGS	29	127	28.90	4.35	19.21	23.56	0.42	1.92	2.34	0.00	0.00	0.00	2.34	0.35	2.34	99.32	0.00	0.00	0.11	0.00	0.11	0.12	0.23	0.02	5.34	0.32	0.00	0.32	59.93	23.56	1.87	79.37	2.19	0.61	0.72	0.00	0.72	3.30	0.00	3.30	4.02	0.00	4.02	0.00	0.00	4.02	0.54	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.25	0.32	0.32	0.00	0.00	0.00	0.00	0.07	0.25	0.32	0.32	0.00	0.00	0.00	0.00	0.75	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	4.00	4.50	0.00	0.00	0.00	0.00	1.64	0.00	1.64	5.47	0.00	5.47	7.11	0.00	7.11	0.00	1.49	0.00	1.49	0.00
MO	1985	USGS	29	129	4.30	2.78	0.44	3.22	0.15	0.03	0.18	0.00	0.00	0.00	0.18	0.02	0.18	55.90	0.00	0.00	0.02	0.00	0.02	0.02	0.04	0.00	1.08	0.06	0.00	0.06	55.56	3.22	0.14	43.48	0.20	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.21	0.28	0.28	0.00	0.00	0.00	0.00	0.07	0.21	0.28	0.28	0.00	0.00	0.00	0.00	0.10	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.33	0.00	0.00	0.00	0.00	0.30	0.00	0.30	0.24	0.00	0.24	0.54	0.00	0.54	0.00	0.33	0.00	0.33	0.00
MO	1985	USGS	29	131	20.70	6.46	0.00	6.46	0.76	0.00	0.76	0.00	0.00	0.00	0.76	0.12	0.76	117.65	0.00	0.00	0.08	0.00	0.08	0.06	0.14	0.01	14.24	0.85	0.00	0.85	59.69	6.46	0.58	89.78	1.43	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.33	0.43	0.43	0.00	0.00	0.00	0.00	0.10	0.33	0.43	0.43	0.00	0.24	0.00	0.24	0.05	0.00	0.05	0.00	0.20	7122.75	2108.20	0.00	0.00	17.00	11.00	28.00	0.81	0.00	0.00	0.00	0.00	1.79	0.00	1.79	0.57	0.00	0.57	2.36	0.00	2.36	0.00	0.94	0.00	0.94	0.00
MO	1985	USGS	29	133	15.60	10.94	0.00	10.94	1.69	0.00	1.69	0.00	0.00	0.00	1.69	0.26	1.69	154.48	0.00	0.00	0.09	0.00	0.09	0.22	0.31	0.02	4.66	0.28	0.00	0.28	60.09	10.94	0.98	89.58	1.26	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.23	0.03	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.06	0.08	0.08	0.00	0.00	0.00	0.00	0.02	0.06	0.08	0.08	7.23	0.00	0.00	7.23	22.25	6.35	28.60	0.00	5.90	0.00	0.00	0.00	0.00	6.00	0.00	6.00	1.11	0.00	0.00	0.00	0.00	9.31	0.00	9.31	0.06	0.00	0.06	9.37	0.00	9.37	0.00	6.37	0.00	6.37	0.00
MO	1985	USGS	29	135	12.80	7.40	0.00	7.40	0.96	0.00	0.96	0.00	0.00	0.00	0.96	0.14	0.96	129.73	0.00	0.00	0.11	0.00	0.11	0.15	0.26	0.02	5.40	0.32	0.00	0.32	59.26	7.40	0.67	90.54	0.99	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.38	0.50	0.50	0.00	0.00	0.00	0.00	0.12	0.38	0.50	0.50	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	8.00	3.90	0.00	0.00	0.00	0.00	1.51	0.00	1.51	0.38	0.00	0.38	1.89	0.00	1.89	0.00	0.77	0.00	0.77	0.00
MO	1985	USGS	29	137	9.50	0.00	7.66	7.66	0.00	0.70	0.70	0.00	0.00	0.00	0.70	0.10	0.70	91.38	0.00	0.00	0.04	0.00	0.04	0.04	0.08	0.01	1.84	0.11	0.00	0.11	59.78	7.66	0.56	73.11	0.67	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.04	0.18	0.18	0.00	0.00	0.00	0.00	0.14	0.04	0.18	0.18	0.00	0.00	0.00	0.00	1.10	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	5.00	1.00	6.00	0.49	0.00	0.00	0.00	0.00	0.29	0.00	0.29	0.74	0.00	0.74	1.03	0.00	1.03	0.00	0.37	0.00	0.37	0.00
MO	1985	USGS	29	139	11.50	4.49	1.56	6.05	0.51	0.18	0.69	0.00	0.00	0.00	0.69	0.11	0.69	114.05	0.00	0.00	0.11	0.00	0.11	0.04	0.15	0.01	5.45	0.33	0.00	0.33	60.55	6.05	0.54	89.26	0.87	0.21	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.28	0.37	0.37	0.00	0.00	0.00	0.00	0.09	0.28	0.37	0.37	0.00	0.00	0.00	0.00	1.50	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	11.00	8.00	19.00	1.09	0.00	0.00	0.00	0.00	1.05	0.00	1.05	0.46	0.00	0.46	1.51	0.00	1.51	0.00	0.59	0.00	0.59	0.00
MO	1985	USGS	29	141	15.30	4.13	0.00	4.13	0.51	0.00	0.51	0.00	0.00	0.00	0.51	0.08	0.51	123.49	0.00	0.00	0.22	0.00	0.22	0.06	0.28	0.02	11.17	0.67	0.00	0.67	59.98	4.13	0.37	89.59	1.04	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.37	0.47	0.47	0.00	0.00	0.00	0.00	0.10	0.37	0.47	0.47	0.06	0.00	0.00	0.06	0.01	0.00	0.01	0.00	0.05	0.00	0.00	0.00	0.00	10.00	10.00	20.00	1.31	0.00	0.00	0.00	0.00	1.56	0.00	1.56	0.37	0.00	0.37	1.93	0.00	1.93	0.00	0.75	0.00	0.75	0.00
MO	1985	USGS	29	143	22.00	17.36	0.00	17.36	2.47	0.00	2.47	0.00	0.00	0.00	2.47	0.37	2.47	142.28	0.00	0.00	0.09	0.00	0.09	0.35	0.44	0.03	4.64	0.28	0.00	0.28	60.34	17.36	1.56	89.86	1.84	0.51	0.08	0.00	0.08	0.00	0.00	0.00	0.08	0.00	0.08	0.00	0.19	0.27	0.04	0.00	0.04	0.00	0.00	0.00	844.00	0.00	844.00	844.00	844.00	0.00	844.00	33.20	0.00	33.20	5250.00	0.00	0.00	0.00	844.00	0.00	844.00	844.00	844.00	0.00	844.00	33.20	0.00	33.20	5250.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.04	0.04	0.00	0.00	0.00	0.00	0.01	0.03	0.04	0.04	21.20	0.00	0.00	21.20	8.26	73.27	81.53	0.00	15.14	0.00	0.00	0.00	0.00	14.00	3.00	17.00	2.00	0.00	0.00	0.00	0.00	24.13	0.00	24.13	844.03	0.00	844.03	868.16	0.00	868.16	0.00	48.96	0.00	48.96	0.00
MO	1985	USGS	29	145	44.00	6.43	10.00	16.43	1.07	1.81	2.88	0.00	0.00	0.00	2.88	0.43	2.88	175.29	0.00	0.00	0.55	0.00	0.55	0.33	0.88	0.06	27.57	1.65	0.00	1.65	59.85	16.43	1.48	90.08	3.13	0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.64	0.09	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.39	0.50	0.50	0.00	0.00	0.00	0.00	0.11	0.39	0.50	0.50	0.19	0.18	0.00	0.37	1.31	0.00	1.31	0.00	0.32	0.00	0.00	0.00	0.00	10.00	5.00	15.00	9.60	0.00	0.00	0.00	0.00	3.57	0.00	3.57	2.38	0.00	2.38	5.95	0.00	5.95	0.00	1.66	0.00	1.66	0.00
MO	1985	USGS	29	147	21.70	3.74	11.56	15.30	0.54	1.15	1.69	0.00	0.00	0.00	1.69	0.25	1.69	110.46	0.00	0.00	0.13	0.00	0.13	0.08	0.21	0.01	6.40	0.38	0.00	0.38	59.37	15.30	1.36	88.89	1.74	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.64	0.84	0.84	0.00	0.00	0.00	0.00	0.20	0.64	0.84	0.84	0.00	0.00	0.00	0.00	0.38	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	9.00	4.00	13.00	2.29	0.00	0.00	0.00	0.00	1.25	0.00	1.25	1.79	0.00	1.79	3.04	0.00	3.04	0.00	1.32	0.00	1.32	0.00
MO	1985	USGS	29	149	9.90	3.42	0.00	3.42	0.26	0.00	0.26	0.00	0.00	0.00	0.26	0.04	0.26	76.02	0.00	0.00	0.13	0.00	0.13	0.02	0.15	0.01	6.48	0.39	0.00	0.39	60.19	3.42	0.20	58.48	0.59	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.31	0.40	0.40	0.00	0.00	0.00	0.00	0.09	0.31	0.40	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	3.00	0.60	0.00	0.00	0.00	0.00	0.87	0.00	0.87	0.31	0.00	0.31	1.18	0.00	1.18	0.00	0.53	0.00	0.53	0.00
MO	1985	USGS	29	151	12.20	5.86	0.00	5.86	0.42	0.00	0.42	0.00	0.00	0.00	0.42	0.06	0.42	71.67	0.00	0.00	0.13	0.00	0.13	0.03	0.16	0.01	6.34	0.38	0.00	0.38	59.94	5.86	0.33	56.31	0.71	0.16	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	80.24	0.00	80.24	80.24	80.24	0.00	80.24	0.00	0.00	0.00	438.57	0.00	0.00	0.00	80.24	0.00	80.24	80.24	80.24	0.00	80.24	0.00	0.00	0.00	438.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.54	0.72	0.72	0.00	0.00	0.00	0.00	0.18	0.54	0.72	0.72	0.00	0.06	0.00	0.06	1.08	0.00	1.08	0.00	0.05	0.00	0.00	0.00	0.00	9.00	6.00	15.00	0.48	0.00	0.00	0.00	0.00	1.12	0.00	1.12	80.84	0.00	80.84	81.96	0.00	81.96	0.00	0.94	0.00	0.94	0.00
MO	1985	USGS	29	153	8.70	1.33	0.00	1.33	0.11	0.00	0.11	0.00	0.00	0.00	0.11	0.01	0.11	82.71	0.00	0.00	0.15	0.00	0.15	0.01	0.16	0.01	7.37	0.44	0.00	0.44	59.70	1.33	0.09	67.67	0.53	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.25	0.33	0.33	0.00	0.00	0.00	0.00	0.08	0.25	0.33	0.33	0.00	0.00	0.00	0.00	0.07	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	5.00	0.24	0.00	0.00	0.00	0.00	0.78	0.00	0.78	0.25	0.00	0.25	1.03	0.00	1.03	0.00	0.43	0.00	0.43	0.00
MO	1985	USGS	29	155	23.70	23.70	0.00	23.70	2.92	0.00	2.92	0.00	0.00	0.00	2.92	0.44	2.92	123.21	0.00	0.00	0.00	0.00	0.00	0.35	0.35	0.02	0.00	0.00	0.00	0.00	0.00	23.70	2.13	89.87	2.13	0.64	0.03	0.00	0.03	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	3.47	0.00	0.00	3.47	2.47	11.29	13.76	0.00	2.52	0.00	0.00	0.00	0.00	12.00	2.00	14.00	1.60	0.00	0.00	0.00	0.00	6.42	0.00	6.42	0.01	0.00	0.01	6.43	0.00	6.43	0.00	3.19	0.00	3.19	0.00
MO	1985	USGS	29	157	17.20	3.93	5.20	9.13	0.30	0.61	0.91	0.00	0.00	0.00	0.91	0.13	0.91	99.67	0.00	0.00	0.16	0.00	0.16	0.05	0.21	0.01	8.07	0.48	0.00	0.48	59.48	9.13	0.73	79.96	1.21	0.29	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.33	0.43	0.43	0.00	0.00	0.00	0.00	0.10	0.33	0.43	0.43	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	9.00	6.00	15.00	1.33	0.00	0.00	0.00	0.00	1.04	0.00	1.04	0.95	0.00	0.95	1.99	0.00	1.99	0.00	0.73	0.00	0.73	0.00
MO	1985	USGS	29	159	36.10	6.50	21.60	28.10	0.53	3.02	3.55	0.00	0.00	0.00	3.55	0.53	3.55	126.33	0.00	0.00	0.16	0.00	0.16	0.49	0.65	0.05	8.00	0.48	0.00	0.48	60.00	28.10	2.53	90.04	3.01	0.83	0.03	0.00	0.03	0.15	0.00	0.15	0.18	0.00	0.18	0.00	0.00	0.18	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.44	0.58	0.58	0.00	0.00	0.00	0.00	0.14	0.44	0.58	0.58	0.00	0.07	0.00	0.07	0.71	0.00	0.71	0.00	0.06	0.00	0.00	0.00	0.00	20.00	9.00	29.00	6.84	0.00	0.00	0.00	0.00	1.34	0.00	1.34	3.68	0.00	3.68	5.02	0.00	5.02	0.00	1.54	0.00	1.54	0.00
MO	1985	USGS	29	161	34.70	21.87	0.00	21.87	2.62	0.00	2.62	0.00	0.00	0.00	2.62	0.39	2.62	119.80	0.00	0.00	0.26	0.00	0.26	0.26	0.52	0.04	12.83	0.77	0.00	0.77	60.02	21.87	1.97	90.08	2.74	0.71	0.31	0.00	0.31	0.00	0.00	0.00	0.31	0.00	0.31	0.00	0.00	0.31	0.04	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.19	0.25	0.25	0.00	0.00	0.00	0.00	0.06	0.19	0.25	0.25	0.00	0.00	0.00	0.00	0.20	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	19.00	6.00	25.00	11.17	0.00	0.00	0.00	0.00	4.02	0.00	4.02	0.19	0.00	0.19	4.21	0.00	4.21	0.00	1.04	0.00	1.04	0.00
